place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability,index_right,cell_id,distance_to_cell_center,center_lat,center_lon,competitor_count,nearest_m,road_density_km,major_dist_m,commercial_rent_per_sqft,rental_zone,tier,confidence,locality,locality_dist_m,total_population,ward_id,ward_name,ward_zone,ward_dist_m,footfall_generator_count,nearest_generator_m,transit_stop_count,nearest_transit_m,avg_monthly_income,property_price_sqft,purchasing_power_index,income_tier,distance_to_city_center,rent_to_income_ratio,transit_accessibility_score,footfall_accessibility_score,competition_density,market_saturation,connectivity_score,main_category,mixed_use_score,repeat_customer_potential,convenience_score,premium_service_potential,services_market_opportunity
ChIJ71Btw4W_wjsR8vcb7HKHdTY,Status Health Club,18.517931,73.8360062,4.2,64,84.0,1,10,Medium,37800,Low,1797,cell_1797,0.0012501032933596,18.51716365100839,73.83699308082824,10,0.0,39155.10182282137,226.4897049449604,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,329.6315908031538,78493,PMC_35,Sadashiv Peth,PMC,1190.0614856006118,1,36.93498527724296,1,129.94228923227638,45000.0,5000.0,57.69,Unknown,2108.7751947525785,0.0006303359340926,0.8850009505170713,0.9643806161411675,0.1257972400085542,1.1300328839569231,31924.52546886929,services,1.000473984148874,78.493,31925.41046981981,2596050.0,7135.727272727273
ChIJP38XppW_wjsRgJ4_FBQban8,Dr Rahalkar's Pregcare and Healthcare,18.5070842,73.82064629999999,5.0,12,100.0,1,10,Low,45000,Low,1559,cell_1559,0.002249460281303,18.508645356879995,73.81902677514584,15,0.0,34280.41875549171,0.0,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,1010.8908415650948,97187,PMC_4,Kothrud,PMC,1010.8908415650948,2,0.0,3,0.0,45000.0,5000.0,57.69,Unknown,4181.774129601961,0.0006303359340926,3.0,2.0,0.1527697149317119,1.399423437543732,34280.41875549171,services,2.000239075782965,97.187,34283.41875549171,2596050.0,6074.1875
ChIJFVN5c7jqwjsRuHYJ90T9mUg,Art of Living's Yoga Class & Meditation Center,18.4609816,73.85530109999999,4.8,21,96.0,1,10,Medium,43200,Low,2020,cell_2020,0.0008750446862697,18.46178716507755,73.85495938651064,5,0.0,39325.57914050569,81.85569972111901,20.02,South Pune,Grade B,Medium,Dhankawadi,201.8888392969966,76903,PMC_30,Dhankawadi,PMC,432.2668553346212,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,6520.034157019471,0.0006303359340926,1.0,1.0,0.0641823806528631,0.5753541304673025,36350.11503904175,services,1.0001533499098334,76.903,36351.11503904175,2596050.0,12817.166666666666
ChIJtSm7XXq_wjsRbvmL8O2hHRA,Dimpex International (Yoga Props Exporters),18.5358137,73.8317502,5.0,2,100.0,1,10,Low,45000,Low,1742,cell_1742,0.0017809609906051,18.53419896666687,73.83250150440765,5,0.0,36424.09887408793,0.0,25.56,Central Pune,Grade B,Low,Shivajinagar,1355.945872625559,89957,PMC_7,Shivajinagar,PMC,1427.4296188040344,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,2977.14824194031,0.0006303359340926,1.0,1.0,0.0549710302670492,0.5002150924897706,36424.09887408793,services,1.0003357791213738,89.957,36425.09887408793,2596050.0,14992.833333333334
ChIJGWK2vci-wjsRSv8tvo3XJlU,Sky Fitness & Wellness,18.5581575,73.7758109,4.8,1822,96.0,1,179,High,773280,High,981,cell_981,0.0023284584943562,18.55974875615261,73.77411101093988,7,0.0,24968.01488360888,196.26806597356847,35.94,West Pune,Grade A,Low,Aundh-Baner link road,450.0870597790927,92640,PMC_2,Baner,PMC,1162.5318008540198,1,64.10029304306954,1,290.90277689974755,45000.0,5000.0,57.69,Unknown,9744.40918400024,0.0006303359340926,0.7746516762490943,0.9397610418283427,0.074754378470739,0.6819953234606392,20871.588562626184,services,1.000102612417921,92.64,20872.363214302433,2596050.0,11580.0
ChIJ-U8S1tm-wjsRSEzBUdNrXvo,Yoganjali,18.5588028,73.7910575,4.7,95,94.0,1,10,Medium,42300,Low,1217,cell_1217,0.0013909920868698,18.55974875615261,73.79207731662227,12,0.0,29023.55990525256,0.0,25.92,West Pune,Grade B,Low,Baner Pashan Link Road,1049.912940220907,92640,PMC_2,Baner,PMC,337.4681991459802,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,8096.791175814294,0.0006303359340926,1.0,1.0,0.1281503630926954,1.1691348402182389,29023.55990525256,services,1.000123490465275,92.64,29024.55990525256,2596050.0,7126.153846153846
ChIJw_9NLdy_wjsRL_N6iLtpjw8,Zeus Fitness Zone,18.486586,73.8153497,4.0,148,80.0,1,12,High,43200,Low,1495,cell_1495,0.0011152135807005,18.487347767027387,73.81453519872525,9,0.0,33346.10204208189,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,647.7695712540299,91381,PMC_5,Karve Nagar,PMC,649.5234909025456,2,0.0,1,633.2201598291753,45000.0,5000.0,57.69,Unknown,5768.486042857425,0.0006303359340926,0.6122873232868946,2.0,0.0974226301945205,0.8877403063690436,33346.10204208189,services,2.0001733256641185,91.381,33346.71432940518,2596050.0,9138.1
ChIJpcKgSNy_wjsRyz0IOWK7-AU,Tejaswini Health Club (Exclusively for WOMEN),18.4875703,73.8147212,4.1,244,82.0,1,20,High,73800,Low,1495,cell_1495,0.0002900299951833,18.487347767027387,73.81453519872525,9,0.0,33346.10204208189,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,647.7695712540299,91381,PMC_5,Karve Nagar,PMC,649.5234909025456,2,0.0,1,633.2201598291753,45000.0,5000.0,57.69,Unknown,5768.486042857425,0.0006303359340926,0.6122873232868946,2.0,0.0974226301945205,0.8877403063690436,33346.10204208189,services,2.0001733256641185,91.381,33346.71432940518,2596050.0,9138.1
ChIJVzKcXbnqwjsRAuhZ3R36kEc,BRAWNS GYM,18.4657897,73.8577336,4.8,388,96.0,1,38,High,164160,Low,2080,cell_2080,0.0017366092573701,18.466047529934773,73.85945096293122,34,0.0,50872.34097025284,0.0,20.02,South Pune,Grade B,Medium,Dhankawadi,718.714789241011,76111,PMC_27,Bibwewadi,PMC,523.5632679993287,3,0.0,1,257.542009148409,45000.0,5000.0,57.69,Unknown,6050.677215010204,0.0006303359340926,0.7952020630127393,3.0,0.4409228255372125,3.948392191473795,50872.34097025284,services,3.000165243446481,76.111,50873.13617231585,2596050.0,2174.6
ChIJT00_Fky-wjsR1dWRGkujmpg,Siddhi Health Club,18.5079431,73.78932689999999,4.3,130,86.0,1,11,High,42570,Low,1146,cell_1146,0.0018774456500302,18.508645356879995,73.78758574020166,3,0.0,28413.46311192351,0.0,15.59,West Pune,Grade C,Low,old vitthal mandir bavdhan,1300.485226334423,92410,PMC_3,Bavdhan,PMC,371.80175495333975,1,0.0,1,405.2977897319943,45000.0,5000.0,57.69,Unknown,7403.683997016194,0.0006303359340926,0.7115929501253332,1.0,0.0321164757520608,0.2929401425642027,28413.46311192351,services,1.0001350496524095,92.41,28414.174704873636,2596050.0,23102.5
ChIJjX4yJuS-wjsRi_1j4efzMc0,Ananyanish Nirvana Acupressure & Spiritual healing center,18.54072,73.7867435,4.8,81,96.0,1,10,Medium,43200,Low,1154,cell_1154,0.0021664108810549,18.542715987862756,73.78758574020166,12,0.0,17273.461756638553,508.3618106882065,29.3,West Pune,Grade A,High,Pashan,769.746361017756,76498,PMC_40,Pashan,PMC,134.3610306694946,1,164.6695784330368,3,0.0,45000.0,5000.0,57.69,Unknown,7697.598831877308,0.0006303359340926,3.0,0.8586126215689556,0.1548427056182094,1.3873153136488707,11451.802633982988,services,1.000129893766624,76.498,11454.802633982988,2596050.0,5884.461538461538
ChIJMyFdTUfqwjsRUhvZFR-fRyc,R. G. Fitness (Formerly Gitai Groups GYM),18.4597517,73.9120609,4.2,392,84.0,1,33,High,124740,Low,2787,cell_2787,0.0024092711484233,18.46178716507755,73.9133498799784,17,0.0,24660.75044475293,1051.1701875761726,16.0,South Pune,Grade C,Low,Undri Chowck,33.87806226592511,78826,PMC_39,Mohammadwadi,PMC,1446.1802429473184,1,665.2161612123804,1,2292.301169993356,45000.0,5000.0,57.69,Unknown,8841.124463850143,0.0006303359340926,0.3037389194871313,0.6005226368160744,0.2129631949490141,1.9138540517416072,12022.771486306585,services,1.0001130949925088,78.826,12023.075225226072,2596050.0,4379.222222222223
ChIJP_-dN2fAwjsRcsRJUl37r6A,Husain trader,18.524043,73.863776,4.6,9,92.0,1,10,Low,41400,Low,2153,cell_2153,0.0016469627805175,18.52568152099306,73.86394253935183,6,0.0,33404.52903443526,0.0,13.81,Pune,Grade C,Low,manjari farm,668.0875439440949,76264,PMC_26,Rasta Peth,PMC,582.2020554397545,1,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,963.3287902447948,0.0006303359340926,2.0,1.0,0.0776558293642576,0.6955392747843828,33404.52903443526,services,1.0010369907132464,76.264,33406.52903443526,2596050.0,10894.857142857143
ChIJ93pqRHfAwjsRr8vu5HOXspM,KabirBaug Pune,18.5165681,73.84686049999999,4.7,1155,94.0,1,111,High,469530,Medium,1915,cell_1915,0.0010661181674309,18.51716365100839,73.84597623366945,31,0.0,31040.69648705129,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,170.3684091968462,78493,PMC_35,Sadashiv Peth,PMC,492.98892798547104,3,0.0,3,0.0,45000.0,5000.0,57.69,Unknown,1186.5704787892937,0.0006303359340926,3.0,3.0,0.389971444026518,3.503101940266462,31040.69648705129,services,3.0008420552867054,78.493,31043.69648705129,2596050.0,2452.90625
ChIJW4Dc_njAwjsRm4y4Jtvr6Jc,Arkfit Arena,18.5203807,73.8445594,4.3,409,86.0,1,36,High,139320,Low,1916,cell_1916,0.0017587082155181,18.521422639029137,73.84597623366945,22,0.0,29747.841384515006,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,348.86074346062657,89693,PMC_8,Ghole Road,PMC,604.6685538961514,2,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,1136.3735772864304,0.0006303359340926,1.0,2.0,0.2425766045891083,2.2067747986318,29747.841384515006,services,2.0008792185962205,89.693,29748.841384515006,2596050.0,3899.695652173913
ChIJa6rhLIHAwjsRWlXmh1Ji7Es,Gnosis Medical Yoga Foundation,18.53256129999999,73.8485154,4.9,384,98.0,1,38,High,167580,Low,1978,cell_1978,0.0025483047838722,18.53419896666687,73.85046781009004,10,0.0,26961.372128632443,0.0,25.56,Central Pune,Grade B,Low,Shivajinagar,251.9632198041746,89957,PMC_7,Shivajinagar,PMC,169.35359641633238,1,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,1669.1466328940455,0.0006303359340926,2.0,1.0,0.1099420605340985,1.0004301849795412,26961.372128632443,services,1.0005987498225035,89.957,26963.372128632443,2596050.0,8177.909090909091
ChIJ7dPf0VbAwjsRGbSnJyMX24A,Mind Gym Pune,18.5266362,73.8808547,5.0,1,100.0,1,10,Low,45000,Low,2389,cell_2389,0.0014221932918746,18.52568152099306,73.88190884503422,1,96.79668146884067,13025.126095721123,559.9972550746901,43.59,Central Pune,Grade A,High,Koregaon Park,1628.0810457361913,76984,PMC_23,Camp,PMC,1262.244196886572,1,397.7989150447281,1,191.1975510464981,45000.0,5000.0,57.69,Unknown,2721.992547986829,0.0006303359340926,0.8394913162149082,0.7154104851826996,0.0128231432088633,0.1149636714798123,8349.454496378266,services,1.0003672430175174,76.984,8350.293987694482,2596050.0,38492.0
ChIJgQAtTBfAwjsRZVMs8dOAIJE,The Urban Ashram,18.4964059,73.860146,4.4,11,88.0,1,10,Low,39600,Low,2087,cell_2087,0.000879408648458,18.49586712078362,73.85945096293122,10,0.0,33600.305559441054,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,1638.163872101947,76550,PMC_28,Parvati,PMC,626.9436090841514,2,0.0,1,79.84569263504818,45000.0,5000.0,57.69,Unknown,2743.3106081126416,0.0006303359340926,0.92605823852461,2.0,0.1289490651192779,1.1554015020219526,33600.305559441054,services,2.0003643902395902,76.55,33601.23161767958,2596050.0,6959.090909090909
ChIJySw-ag_AwjsRZGrK0kVzLjw,Sahyadri Pratishtan,18.4957971,73.8493513,4.5,11,90.0,1,10,Low,40500,Low,1969,cell_1969,0.0011187035761566,18.49586712078362,73.85046781009004,15,0.0,38301.89645081778,114.68548396788538,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,1514.677624567179,83867,PMC_34,Dattawadi,PMC,102.63900615088642,1,0.0,1,158.2553743047174,45000.0,5000.0,57.69,Unknown,2805.967161759532,0.0006303359340926,0.863367459529626,1.0,0.1767471455335996,1.5980056889002523,34361.16913846998,services,1.0003562563943118,83.867,34362.032505929514,2596050.0,5241.6875
ChIJDRm0MXq_wjsRKebpiSL6ZP4,Divine diets by Dietician Namrata Pandya,18.5343468,73.8332697,4.8,12,96.0,1,10,Low,43200,Low,1742,cell_1742,0.0007822909704845,18.53419896666687,73.83250150440765,5,0.0,36424.09887408793,0.0,25.56,Central Pune,Grade B,Low,Shivajinagar,1355.945872625559,89957,PMC_7,Shivajinagar,PMC,1427.4296188040344,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,2977.14824194031,0.0006303359340926,1.0,1.0,0.0549710302670492,0.5002150924897706,36424.09887408793,services,1.0003357791213738,89.957,36425.09887408793,2596050.0,14992.833333333334
ChIJ7SXg7o2_wjsRQw0XIx9mymU,Yogaway By Asmeeta | Yoga Classes | Yoga Studio | Yoga Therapy,18.5102444,73.8303239,5.0,13,100.0,1,10,Low,45000,Low,1736,cell_1736,0.0027016476187412,18.508645356879995,73.83250150440765,11,0.0,35650.23617720867,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,1082.637694132594,78493,PMC_35,Sadashiv Peth,PMC,1586.6720178644932,2,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,2866.7881877978525,0.0006303359340926,2.0,2.0,0.1383769640094096,1.2430361723526155,35650.23617720867,services,2.0003487007876855,78.493,35652.23617720867,2596050.0,6541.083333333333
ChIJnfG6XvnAwjsRin8Gr1D8224,ThinkThin,18.537521,73.881981,3.5,2,70.0,0,10,Low,31499,Low,2392,cell_2392,0.0009393058114668,18.538457530335,73.88190884503422,1,0.0,15132.752124958684,0.0,43.59,Central Pune,Grade A,High,Koregaon Park,1296.4437632276272,92232,PMC_16,Yerwada,PMC,940.9085977908366,1,196.4529365906492,1,0.7664315490983427,45000.0,5000.0,57.69,Unknown,3330.9916254826967,0.0006303359340926,0.9992341554183508,0.8358038744503805,0.0107259310108117,0.0978167305735973,15132.752124958684,services,1.000300120802331,92.232,15133.751359114103,2596050.0,46116.0
ChIJQ_ZWkXa_wjsRO-lCXxJvfMg,4 Fitness Club,18.5308229,73.8252858,4.3,116,86.0,1,10,High,38700,Low,1623,cell_1623,0.0019755663071654,18.529940296879264,73.82351835156645,12,0.0,42512.2598966836,445.579125338051,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,2247.018648057462,89957,PMC_7,Shivajinagar,PMC,2419.624892006628,1,294.43562522158027,1,145.111660271883,45000.0,5000.0,57.69,Unknown,3655.7510719319366,0.0006303359340926,0.8732772835118724,0.7725374522420309,0.1319304726409182,1.2005162219754495,29408.46277559662,services,1.000273466796161,89.957,29409.33605288013,2596050.0,6919.7692307692305
ChIJcYsaW2C_wjsRze0H6f1y0do,Symbiosis Fitness Centre,18.5494473,73.8395733,4.4,90,88.0,1,10,Medium,39600,Low,1864,cell_1864,0.0026154401102618,18.55123258441366,73.84148465724884,1,0.0,38134.97700086159,380.2614085106836,25.56,Central Pune,Grade B,Low,Shivajinagar,2222.4532924615023,89957,PMC_7,Shivajinagar,PMC,2189.6499690924397,1,64.80066080018878,1,0.0,45000.0,5000.0,57.69,Unknown,3785.136607654201,0.0006303359340926,1.0,0.9391429183078346,0.0109942060534098,0.1000430184979541,27628.807677822148,services,1.0002641214788655,89.957,27629.807677822148,2596050.0,44978.5
ChIJEeO5DObAwjsReLqyV5xnqHU,S K Health Club,18.549567,73.878697,4.5,77,90.0,1,10,Medium,40500,Low,2336,cell_2336,0.0021004484902857,18.55123258441366,73.87741726861361,3,0.0,21273.636744547504,101.94141389961672,25.56,East Pune,Grade B,Low,Sharamik vasahat yerawada,305.0920507225269,92232,PMC_16,Yerwada,PMC,59.11758616240695,1,343.7412741277367,1,537.2182208551094,45000.0,5000.0,57.69,Unknown,4065.050679555719,0.0006303359340926,0.650525726558022,0.7441908790433861,0.0321777930324352,0.2934501917207919,19305.596900349792,services,1.0002459388922593,92.232,19306.24742607635,2596050.0,23058.0
ChIJMUYqz5e_wjsR8NJQb-NlQ8c,Dynamix Fitness,18.5127383,73.8194668,4.2,40,84.0,1,10,Medium,37800,Low,1560,cell_1560,0.0004703862734694,18.51290455695171,73.81902677514584,5,0.0,34525.77208064326,0.0,28.75,Central Pune,Grade A,Low,Kothrud pune,1085.7576987173068,97187,PMC_4,Kothrud,PMC,1085.7576987173068,2,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,4058.7057757526136,0.0006303359340926,1.0,2.0,0.0509232383105706,0.4664744791812439,34525.77208064326,services,2.000246323269527,97.187,34526.77208064326,2596050.0,16197.833333333334
ChIJnwGYmK7BwjsRTfSwqewdv60,Orient Combat Arts,18.525956,73.89529,4.6,35,92.0,1,10,Medium,41400,Low,2566,cell_2566,0.0002899911621511,18.52568152099306,73.89538357429602,8,0.0,19705.426715902664,1396.3852569271892,43.59,Central Pune,Grade A,High,Koregaon Park,984.9407301368192,79703,PMC_22,Koregaon Park,PMC,984.9407301368192,1,1034.2398031630803,1,39.574533158913255,45000.0,5000.0,57.69,Unknown,4120.650868687937,0.0006303359340926,0.9619319905436124,0.4915841281077481,0.0991289047495136,0.8918319342719865,8222.979447457594,services,1.000242621229177,79.703,8223.941379448137,2596050.0,8855.888888888889
ChIJ6Qe6GLnqwjsRrOPbOkaAd_Y,Integrative Medical,18.4824241,73.8543021,3.6,8,72.0,0,10,Low,32400,Low,2025,cell_2025,0.0009341828288871,18.483087931304407,73.85495938651064,12,0.0,34544.445818121014,0.0,20.02,South Pune,Grade B,Medium,Dhankawadi,2164.043895950548,76550,PMC_28,Parvati,PMC,385.2459627040662,1,0.0,1,640.9272753733029,45000.0,5000.0,57.69,Unknown,4152.970650592859,0.0006303359340926,0.6094115290834597,1.0,0.1547388781431334,1.386481802426343,34544.445818121014,services,1.0002407335256105,76.55,34545.0552296501,2596050.0,5888.461538461538
ChIJ_7_Wp72_wjsRi7UdxES14Js,Body Fuel Fitness Club,18.5116951,73.8161521,4.4,569,88.0,1,51,High,201960,Medium,1501,cell_1501,0.0020191968329777,18.51290455695171,73.81453519872525,1,0.0,24696.22973955404,13.394074447068451,28.75,Central Pune,Grade A,Low,Kothrud pune,646.5129068771998,97187,PMC_4,Kothrud,PMC,646.5129068771998,1,108.11985286232084,1,75.56075708868032,45000.0,5000.0,57.69,Unknown,4523.243758072887,0.0006303359340926,0.9297475697298518,0.9024294596085048,0.0101846476621141,0.0932948958362488,24369.818575294987,services,1.000221031415077,97.187,24370.748322864718,2596050.0,48593.5
ChIJZVIpOu-_wjsRQVbL1sACNA8,Evolvefitcircle,18.4938721,73.8252637,4.7,59,94.0,1,10,Medium,42300,Low,1615,cell_1615,0.0026507261423132,18.49586712078362,73.82351835156645,14,0.0,42760.824952903975,629.3739527400251,27.84,Central Pune,Grade B,High,Karve Nagar,661.7050490342081,91381,PMC_5,Karve Nagar,PMC,59.6299088800748,1,0.0,1,271.1162455873564,45000.0,5000.0,57.69,Unknown,4436.575164231462,0.0006303359340926,0.7867101089074043,1.0,0.1515463136359208,1.3809293654629566,26243.71457577037,services,1.0002253482956323,91.381,26244.501285879276,2596050.0,6092.066666666667
ChIJBaXOb73qwjsRfRACubvziK8,FM4 Therapy by Sourobh Kulkorni ( Fitness Master ),18.4817294,73.86721880000002,4.6,1013,92.0,1,95,High,393299,Medium,2202,cell_2202,0.0018227999702924,18.483087931304407,73.86843411577242,6,0.0,40488.02774557613,43.85271995221677,20.02,South Pune,Grade B,Medium,Dhankawadi,2745.6788780722004,76550,PMC_28,Parvati,PMC,1187.2679515270431,1,76.62927806330845,1,1088.5538978693762,45000.0,5000.0,57.69,Unknown,4329.489139199704,0.0006303359340926,0.4788001885037025,0.9288248242689882,0.0773694390715667,0.6932409012131715,38787.10757915111,services,1.0002309207962095,76.55,38787.58637933961,2596050.0,10935.714285714286
ChIJIxr0CgfBwjsRwb_Y_KeII4A,Chakra Fitness Community - Koregaon Park,18.5304202,73.900718,4.6,105,92.0,1,10,High,41400,Low,2626,cell_2626,0.000969897891428,18.529940296879264,73.89987515071661,2,0.0,30144.19362558572,1494.9651254416704,43.59,Central Pune,Grade A,High,Koregaon Park,525.9641331750407,79703,PMC_22,Koregaon Park,PMC,525.9641331750407,1,941.1403521189644,1,411.62190732732415,45000.0,5000.0,57.69,Unknown,4674.072683436143,0.0006303359340926,0.7084049877727789,0.5151611004883763,0.0247822261873784,0.2229579835679966,12082.01001216378,services,1.0002139004177504,79.703,12082.718417151553,2596050.0,26567.666666666668
