locality,zone,tier,latitude,longitude,avg_rent_per_sqft,median_rent_per_sqft,commercial_rent_per_sqft,avg_rent,median_rent,min_rent,max_rent,avg_area_sqft,median_area_sqft,sample_size,confidence,avg_bedrooms,avg_bathrooms,data_source,last_updated
Kasptewasti,Pune,Grade B,18.5204,73.8567,16.15,16.15,18.58,10500.0,10500.0,10500.0,10500.0,650.0,650.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kasurdi,Pune,Premium,18.5204,73.8567,107.64,107.64,123.79,5000.0,5000.0,5000.0,5000.0,46.45,46.45,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kate Wasti,Pune,Grade B,18.5204,73.8567,17.35,17.35,19.95,17000.0,17000.0,17000.0,17000.0,980.0,980.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Katey Basti,Pune,Grade B,18.5204,73.8567,23.53,23.53,27.06,24000.0,24000.0,24000.0,24000.0,1020.0,1020.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kausar Baug,Pune,Grade B,18.5204,73.8567,22.09,22.09,25.41,19000.0,19000.0,19000.0,19000.0,860.0,860.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kedari Nagar,Pune,Grade B,18.5204,73.8567,20.34,20.34,23.39,30000.0,30000.0,30000.0,30000.0,1475.0,1475.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Kemse Vasti,Pune,Grade A,18.5204,73.8567,25.54,25.54,29.38,13500.0,13500.0,13000.0,14000.0,530.0,530.0,2,Low,1.0,1.5,Real Property Listings,2026-02-07
Keshav Nagar,Pune,Grade B,18.5204,73.8567,23.16,24.0,26.63,18290.7,18000.0,4100.0,39000.0,813.39,714.0,43,High,1.9,1.8,Real Property Listings,2026-02-07
Keshav nagar,Pune,Grade B,18.5204,73.8567,18.69,18.69,21.5,10000.0,10000.0,10000.0,10000.0,535.0,535.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Keshavnagar,Pune,Grade A,18.5204,73.8567,26.61,26.61,30.6,19000.0,19000.0,19000.0,19000.0,714.0,714.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Keshvnagar,Pune,Grade A,18.5204,73.8567,25.0,25.0,28.75,20000.0,20000.0,20000.0,20000.0,800.0,800.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kesnand,Pune,Grade C,18.5204,73.8567,12.9,13.15,14.83,6750.0,7250.0,3500.0,9000.0,532.75,585.0,4,Low,1.2,1.2,Real Property Listings,2026-02-07
Khadki,Pune,Grade B,18.5204,73.8567,24.79,23.08,28.51,19000.0,17000.0,15000.0,30000.0,811.6,900.0,5,Medium,1.6,1.6,Real Property Listings,2026-02-07
Khandve Nagar,Pune,Grade B,18.5204,73.8567,19.43,19.43,22.35,11250.0,11250.0,7500.0,15000.0,562.5,562.5,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Kirkatwadi,Pune,Grade C,18.5204,73.8567,9.33,9.33,10.73,7000.0,7000.0,7000.0,7000.0,750.0,750.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kirtane Baugh,Pune,Grade C,18.5204,73.8567,5.5,5.5,6.33,24768.74,24768.74,24768.74,24768.74,4500.0,4500.0,1,Low,4.0,4.0,Real Property Listings,2026-02-07
Kiwale,Pune,Grade B,18.5204,73.8567,17.3,17.33,19.9,13000.0,13000.0,8000.0,22000.0,750.11,750.0,9,Medium,1.8,1.8,Real Property Listings,2026-02-07
Kolawadi,Pune,Grade C,18.5204,73.8567,8.96,8.96,10.3,6000.0,6000.0,6000.0,6000.0,670.0,670.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kolhewadi,Pune,Grade C,18.5204,73.8567,13.0,13.0,14.95,6500.0,6500.0,6500.0,6500.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kondwa budruk . Tilekar nagar,Pune,Grade C,18.5204,73.8567,13.33,13.33,15.33,7000.0,7000.0,7000.0,7000.0,525.0,525.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Krishna Nagar,Pune,Grade A,18.5204,73.8567,28.75,28.75,33.06,23000.0,23000.0,23000.0,23000.0,800.0,800.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kudale Baug,Pune,Grade C,18.5204,73.8567,12.22,12.22,14.06,11000.0,11000.0,11000.0,11000.0,900.0,900.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Kumathekar road,Pune,Grade A,18.5204,73.8567,32.73,32.73,37.64,18000.0,18000.0,18000.0,18000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kunal Icon road,Pune,Grade A,18.5204,73.8567,29.41,29.41,33.82,12500.0,12500.0,12500.0,12500.0,425.0,425.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kundan Nagar,Pune,Grade B,18.5204,73.8567,22.78,22.78,26.19,20500.0,20500.0,20500.0,20500.0,900.0,900.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Kunj Colony,Pune,Grade B,18.5204,73.8567,20.76,20.76,23.87,23000.0,23000.0,21000.0,25000.0,1300.0,1300.0,2,Low,2.5,2.5,Real Property Listings,2026-02-07
Kuthwad Colony,Pune,Grade A,18.5204,73.8567,26.0,26.0,29.9,13000.0,13000.0,13000.0,13000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Kutwal Colony,Pune,Grade B,18.5204,73.8567,21.08,21.43,24.25,12700.0,12000.0,8500.0,16500.0,598.0,550.0,5,Medium,1.4,1.4,Real Property Listings,2026-02-07
LAW COLLAGE ROAD,Pune,Grade A,18.5204,73.8567,32.35,32.35,37.21,55000.0,55000.0,55000.0,55000.0,1700.0,1700.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Lane 1 Sakore Nagar Behind iDBI bank,Pune,Grade A,18.5204,73.8567,32.73,32.73,37.64,18000.0,18000.0,18000.0,18000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Lane 2,Pune,Grade B,18.5204,73.8567,15.38,15.38,17.69,10000.0,10000.0,10000.0,10000.0,650.0,650.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Law College Road,Pune,Premium,18.5204,73.8567,40.68,40.68,46.79,37500.0,37500.0,20000.0,55000.0,872.5,872.5,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Laxman Nagar,Pune,Grade A,18.5204,73.8567,26.61,26.67,30.6,25785.71,28000.0,15000.0,35000.0,1011.0,850.0,7,Medium,2.1,2.3,Real Property Listings,2026-02-07
Laxmi Colony,Pune,Grade B,18.5204,73.8567,16.36,15.37,18.81,9200.0,8300.0,8300.0,11000.0,560.0,540.0,3,Low,1.0,1.0,Real Property Listings,2026-02-07
Laxmi Nagar,Pune,Grade A,18.5204,73.8567,36.67,36.67,42.17,22000.0,22000.0,22000.0,22000.0,600.0,600.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Laxmi Road,Pune,Premium,18.5204,73.8567,41.67,41.67,47.92,10000.0,10000.0,10000.0,10000.0,240.0,240.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Laxmi-Narayan Nagar,Pune,Grade B,18.5204,73.8567,20.0,20.0,23.0,15000.0,15000.0,10000.0,20000.0,750.0,750.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Link road from Khadki to Bopodi,Pune,Grade B,18.5204,73.8567,21.25,21.25,24.44,17000.0,17000.0,17000.0,17000.0,800.0,800.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Lokmanya Colony,Pune,Grade A,18.5204,73.8567,27.76,27.76,31.93,16500.0,16500.0,16000.0,17000.0,600.0,600.0,2,Low,1.5,2.0,Real Property Listings,2026-02-07
Loni,Pune,Grade B,18.5204,73.8567,17.95,17.95,20.64,14000.0,14000.0,14000.0,14000.0,780.0,780.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Loni Kalbhor,Pune,Grade B,18.5204,73.8567,15.94,15.42,18.33,10500.0,10000.0,8000.0,14000.0,672.5,700.0,4,Low,1.5,1.5,Real Property Listings,2026-02-07
Loni kalbor,Pune,Grade C,18.5204,73.8567,12.53,12.53,14.41,5000.0,5000.0,5000.0,5000.0,399.0,399.0,1,Low,1.0,2.0,Real Property Listings,2026-02-07
Lonikand,Pune,Grade C,18.5204,73.8567,10.32,10.32,11.87,6500.0,6500.0,6500.0,6500.0,630.0,630.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Lonkar Nagar,Pune,Grade B,18.5204,73.8567,20.69,20.69,23.79,15000.0,15000.0,15000.0,15000.0,725.0,725.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Lullanagar,Pune,Grade B,18.5204,73.8567,21.41,20.74,24.62,25846.15,22000.0,13000.0,44000.0,1279.23,1050.0,13,High,2.4,2.4,Real Property Listings,2026-02-07
MG Road,Pune,Grade B,18.5204,73.8567,23.75,23.75,27.31,9500.0,9500.0,9500.0,9500.0,400.0,400.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
MIDC,Pune,Grade B,18.5204,73.8567,15.64,15.64,17.98,13000.0,13000.0,13000.0,13000.0,835.0,835.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Madhav Nagar,Pune,Grade B,18.5204,73.8567,21.43,21.36,24.64,13000.0,13000.0,12500.0,13500.0,627.33,632.0,3,Low,1.3,1.7,Real Property Listings,2026-02-07
Mahadev Nagar,Pune,Grade C,18.5204,73.8567,11.11,11.11,12.78,5000.0,5000.0,5000.0,5000.0,450.0,450.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Mahalunge,Pune,Grade B,18.5204,73.8567,18.85,18.64,21.68,13687.5,10250.0,6500.0,23000.0,709.7,550.0,8,Medium,1.5,1.5,Real Property Listings,2026-02-07
Mahalunge Ingale,Pune,Grade B,18.5204,73.8567,17.13,18.18,19.7,6933.33,6800.0,6000.0,8000.0,410.0,440.0,3,Low,1.0,1.0,Real Property Listings,2026-02-07
Maji Sainik Nagar,Pune,Grade A,18.5204,73.8567,30.96,30.96,35.6,25500.0,25500.0,23000.0,28000.0,835.0,835.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Malwadi,Pune,Grade B,18.5204,73.8567,20.97,20.97,24.11,17000.0,17000.0,12000.0,22000.0,801.5,801.5,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Manaji Nagar,Pune,Grade B,18.5204,73.8567,17.86,17.86,20.54,15000.0,15000.0,15000.0,15000.0,840.0,840.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Mandai,Pune,Premium,18.5204,73.8567,42.31,42.31,48.65,16250.0,16250.0,14500.0,18000.0,383.0,383.0,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Manik Baug,Pune,Grade B,18.5204,73.8567,15.98,16.42,18.37,13000.0,11000.0,8000.0,20000.0,790.0,670.0,3,Low,1.7,1.7,Real Property Listings,2026-02-07
Manik bag,Pune,Grade B,18.5204,73.8567,16.44,16.44,18.9,12000.0,12000.0,12000.0,12000.0,730.0,730.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Manjari Budruk,Pune,Grade B,18.5204,73.8567,18.67,15.09,21.47,12083.42,9000.0,4500.0,50000.0,614.08,606.0,12,High,1.5,1.4,Real Property Listings,2026-02-07
Manjri,Pune,Grade B,18.5204,73.8567,17.37,17.19,19.97,14850.0,14500.0,8000.0,26000.0,849.8,841.5,10,High,2.0,2.0,Real Property Listings,2026-02-07
Manjri BK,Pune,Grade B,18.5204,73.8567,17.09,16.0,19.65,11714.29,12000.0,8000.0,14500.0,701.57,750.0,7,Medium,1.9,1.7,Real Property Listings,2026-02-07
Market yard,Pune,Grade B,18.5204,73.8567,21.66,21.43,24.91,15285.71,15000.0,8000.0,23000.0,729.29,630.0,7,Medium,1.3,1.4,Real Property Listings,2026-02-07
Marunji,Pune,Grade B,18.5204,73.8567,19.29,17.74,22.18,10300.0,9250.0,7500.0,14000.0,577.7,550.0,10,High,1.6,1.6,Real Property Listings,2026-02-07
Marunji laxmi chowk,Pune,Grade B,18.5204,73.8567,22.83,22.83,26.25,10500.0,10500.0,10500.0,10500.0,460.0,460.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Mate Nagar,Pune,Grade C,18.5204,73.8567,13.57,13.57,15.61,9000.0,9000.0,6000.0,12000.0,775.0,775.0,2,Low,1.5,1.0,Real Property Listings,2026-02-07
Matoba Nagar,Pune,Grade A,18.5204,73.8567,31.76,31.76,36.53,27000.0,27000.0,27000.0,27000.0,850.0,850.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Maval,Pune,Grade C,18.5204,73.8567,10.32,10.32,11.87,24768.74,24768.74,24768.74,24768.74,2400.0,2400.0,1,Low,5.0,2.0,Real Property Listings,2026-02-07
Mayur Colony,Pune,Grade A,18.5204,73.8567,29.79,32.5,34.26,27984.0,27888.0,15000.0,37000.0,966.57,820.0,7,Medium,2.0,2.0,Real Property Listings,2026-02-07
Meera Nagar,Pune,Grade A,18.5204,73.8567,36.05,36.36,41.46,41666.67,50000.0,25000.0,50000.0,1141.67,1300.0,3,Low,2.3,2.3,Real Property Listings,2026-02-07
Mhada Colony,Pune,Grade A,18.5204,73.8567,28.23,30.59,32.46,25944.44,26000.0,21000.0,32000.0,939.44,945.0,9,Medium,2.2,2.2,Real Property Listings,2026-02-07
Mitra Mandal Colony,Pune,Grade C,18.5204,73.8567,7.81,7.81,8.98,2500.0,2500.0,2500.0,2500.0,320.0,320.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Model Colony,Pune,Grade A,18.5204,73.8567,31.94,31.94,36.73,27166.67,27500.0,16000.0,40000.0,892.33,897.5,6,Medium,2.2,1.8,Real Property Listings,2026-02-07
Mohamadwadi,Pune,Grade B,18.5204,73.8567,22.55,19.64,25.94,29137.5,28250.0,12000.0,60000.0,1487.66,1153.5,40,High,2.7,2.9,Real Property Listings,2026-02-07
More Super Mart Near,Pune,Grade C,18.5204,73.8567,10.81,10.81,12.43,6000.0,6000.0,6000.0,6000.0,555.0,555.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Moshi,Pune,Grade B,18.5204,73.8567,16.4,15.98,18.86,12215.28,12000.0,8000.0,21000.0,765.38,800.0,40,High,1.8,1.8,Real Property Listings,2026-02-07
Mrutyunjay Colony,Pune,Grade A,18.5204,73.8567,29.09,29.09,33.45,16000.0,16000.0,16000.0,16000.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Mulshi Rd,Pune,Grade C,18.5204,73.8567,10.0,10.0,11.5,10000.0,10000.0,10000.0,10000.0,1000.0,1000.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Munjaba Vasti,Pune,Grade B,18.5204,73.8567,18.83,19.17,21.65,14666.67,13500.0,11500.0,19000.0,776.67,770.0,3,Low,1.7,1.7,Real Property Listings,2026-02-07
Munjabawasti,Pune,Grade B,18.5204,73.8567,23.21,23.21,26.7,26000.0,26000.0,26000.0,26000.0,1120.0,1120.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
NEAR ELITE HOMES,Pune,Grade B,18.5204,73.8567,16.0,16.0,18.4,4000.0,4000.0,4000.0,4000.0,250.0,250.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
NIBM,Pune,Grade B,18.5204,73.8567,19.35,18.92,22.25,22168.97,19500.0,11500.0,55000.0,1199.94,1100.0,58,High,2.4,2.5,Real Property Listings,2026-02-07
Nagar Road,Pune,Grade B,18.5204,73.8567,24.24,24.24,27.88,17750.0,17750.0,17000.0,18500.0,762.5,762.5,2,Low,1.5,2.0,Real Property Listings,2026-02-07
Nagpur,Pune,Grade C,18.5204,73.8567,11.36,11.36,13.07,12500.0,12500.0,12500.0,12500.0,1100.0,1100.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Nanded,Pune,Grade B,18.5204,73.8567,22.5,22.5,25.87,13500.0,13500.0,13500.0,13500.0,600.0,600.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Naran Bhag,Pune,Grade C,18.5204,73.8567,11.58,11.58,13.32,11000.0,11000.0,11000.0,11000.0,950.0,950.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Narayan Peth,Pune,Grade A,18.5204,73.8567,37.5,37.5,43.12,7500.0,7500.0,7500.0,7500.0,200.0,200.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Navi Peth,Pune,Grade B,18.5204,73.8567,24.65,24.65,28.34,21750.0,21750.0,18500.0,25000.0,925.0,925.0,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Near Bajirao road,Pune,Grade B,18.5204,73.8567,23.15,23.15,26.62,12500.0,12500.0,12500.0,12500.0,540.0,540.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near CME army area,Pune,Grade C,18.5204,73.8567,13.09,13.09,15.06,10500.0,10500.0,10500.0,10500.0,802.0,802.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Near Dattanagar police station,Pune,Grade C,18.5204,73.8567,10.87,10.87,12.5,9000.0,9000.0,9000.0,9000.0,828.0,828.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Near Digambar wadi School,Pune,Grade B,18.5204,73.8567,18.29,18.29,21.04,7500.0,7500.0,7500.0,7500.0,410.0,410.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near Inorbit Mall Nagar Road,Pune,Grade A,18.5204,73.8567,26.98,26.98,31.03,17000.0,17000.0,17000.0,17000.0,630.0,630.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near Natraj Gas,Pune,Grade A,18.5204,73.8567,30.0,30.0,34.5,16500.0,16500.0,16500.0,16500.0,550.0,550.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near Oxford Blues,Pune,Grade B,18.5204,73.8567,21.67,21.67,24.92,13000.0,13000.0,13000.0,13000.0,600.0,600.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near Prathamesh park,Pune,Grade A,18.5204,73.8567,25.93,25.93,29.81,14000.0,14000.0,14000.0,14000.0,540.0,540.0,1,Low,1.0,2.0,Real Property Listings,2026-02-07
Near RTO Office,Pune,Grade B,18.5204,73.8567,20.0,20.0,23.0,10000.0,10000.0,10000.0,10000.0,500.0,500.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near Vasantdada Sugar Institute,Pune,Grade B,18.5204,73.8567,15.91,15.91,18.3,7000.0,7000.0,7000.0,7000.0,440.0,440.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near chaitanya Health club Rambhug colony,Pune,Grade A,18.5204,73.8567,28.99,28.99,33.33,22000.0,22000.0,22000.0,22000.0,759.0,759.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
Near matoshree Hospital,Pune,Grade A,18.5204,73.8567,30.0,30.0,34.5,18000.0,18000.0,18000.0,18000.0,600.0,600.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Near ramkrishna mangalkaryalay,Pune,Grade B,18.5204,73.8567,24.07,24.07,27.69,13000.0,13000.0,13000.0,13000.0,540.0,540.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Nehru Nagar,Pune,Grade B,18.5204,73.8567,21.32,21.32,24.51,12000.0,12000.0,11000.0,13000.0,567.5,567.5,2,Low,1.5,1.5,Real Property Listings,2026-02-07
Nere,Pune,Grade B,18.5204,73.8567,15.31,14.74,17.61,7840.0,6500.0,6000.0,14000.0,519.0,418.0,5,Medium,1.4,1.4,Real Property Listings,2026-02-07
New Sangavi.,Pune,Grade B,18.5204,73.8567,24.14,24.14,27.76,14000.0,14000.0,14000.0,14000.0,580.0,580.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
New Sanghvi,Pune,Grade B,18.5204,73.8567,21.3,19.27,24.49,12625.0,13000.0,7000.0,16000.0,641.62,650.0,8,Medium,1.5,1.4,Real Property Listings,2026-02-07
Nibm Road,Pune,Grade A,18.5204,73.8567,31.58,31.58,36.32,60000.0,60000.0,60000.0,60000.0,1900.0,1900.0,1,Low,3.0,4.0,Real Property Listings,2026-02-07
Nimbaj Nagar,Pune,Grade B,18.5204,73.8567,18.87,18.87,21.7,10000.0,10000.0,10000.0,10000.0,530.0,530.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Niranjan Park,Pune,Grade B,18.5204,73.8567,21.23,21.23,24.42,15500.0,15500.0,15500.0,15500.0,730.0,730.0,1,Low,2.0,1.0,Real Property Listings,2026-02-07
No Limits Fitness Gym,Pune,Grade B,18.5204,73.8567,17.14,17.14,19.71,6000.0,6000.0,6000.0,6000.0,350.0,350.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Nr. Amanora Park Town,Pune,Grade A,18.5204,73.8567,25.0,25.0,28.75,22500.0,22500.0,22500.0,22500.0,900.0,900.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
O Hadapasar chandan nagar bypassb,Pune,Grade B,18.5204,73.8567,16.67,16.67,19.17,10500.0,10500.0,10500.0,10500.0,630.0,630.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Old Sangvi,Pune,Grade B,18.5204,73.8567,18.86,18.97,21.69,10750.0,10500.0,9000.0,13000.0,588.25,576.5,4,Low,1.2,1.2,Real Property Listings,2026-02-07
Opposite SP Infosity Phursungi,Pune,Grade B,18.5204,73.8567,18.02,18.02,20.72,10000.0,10000.0,10000.0,10000.0,555.0,555.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Opposite Wisdom World School,Pune,Grade B,18.5204,73.8567,22.34,22.34,25.69,25000.0,25000.0,25000.0,25000.0,1119.0,1119.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
PUNE,Pune,Grade B,18.5204,73.8567,22.22,22.22,25.56,10000.0,10000.0,10000.0,10000.0,450.0,450.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Padmavati,Pune,Grade B,18.5204,73.8567,19.56,18.87,22.49,15000.0,15000.0,10000.0,20000.0,760.0,800.0,3,Low,1.7,1.3,Real Property Listings,2026-02-07
Panchod,Pune,Grade B,18.5204,73.8567,17.71,17.71,20.36,7500.0,7500.0,6000.0,9000.0,430.0,430.0,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Pandhare Wasti,Pune,Grade B,18.5204,73.8567,17.31,17.31,19.9,13500.0,13500.0,13000.0,14000.0,780.0,780.0,2,Low,2.0,2.0,Real Property Listings,2026-02-07
Pandhari Nagar,Pune,Grade B,18.5204,73.8567,19.52,17.86,22.45,10166.67,11000.0,7500.0,12000.0,555.0,445.0,3,Low,1.3,1.3,Real Property Listings,2026-02-07
Papde Wasti,Pune,Grade C,18.5204,73.8567,11.71,11.71,13.47,6000.0,6000.0,5500.0,6500.0,515.0,515.0,2,Low,1.0,1.0,Real Property Listings,2026-02-07
Parande Nagar,Pune,Grade B,18.5204,73.8567,18.18,18.18,20.91,8000.0,8000.0,8000.0,8000.0,440.0,440.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Parihar Chouk,Pune,Grade B,18.5204,73.8567,24.44,24.44,28.11,22000.0,22000.0,22000.0,22000.0,900.0,900.0,1,Low,2.0,2.0,Real Property Listings,2026-02-07
Park Street,Pune,Grade B,18.5204,73.8567,21.92,21.92,25.21,28500.0,28500.0,28500.0,28500.0,1300.0,1300.0,1,Low,3.0,3.0,Real Property Listings,2026-02-07
Parvati Gaon,Pune,Grade A,18.5204,73.8567,34.0,34.0,39.1,8500.0,8500.0,8500.0,8500.0,250.0,250.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Patil Nagar,Pune,Grade B,18.5204,73.8567,23.42,23.0,26.93,18750.0,20000.0,12000.0,23000.0,797.5,820.0,4,Low,2.0,2.0,Real Property Listings,2026-02-07
Paud Road,Pune,Grade A,18.5204,73.8567,26.79,26.15,30.81,17750.0,16500.0,12000.0,26000.0,693.0,536.0,4,Low,1.5,1.5,Real Property Listings,2026-02-07
Pavana Nagar,Pune,Grade B,18.5204,73.8567,16.67,16.67,19.17,10000.0,10000.0,10000.0,10000.0,600.0,600.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
Pawana Nagar,Pune,Grade A,18.5204,73.8567,29.87,29.87,34.35,13500.0,13500.0,13500.0,13500.0,452.0,452.0,1,Low,1.0,1.0,Real Property Listings,2026-02-07
