name,type,latitude,longitude,operator,source
Swargate,Bus Stop,18.4989486,73.8584488,PMPML,OSM
Bhosari Gaon,Bus Stop,18.6237985,73.851119,PMPML,OSM
Bhosari Terminal,Bus Stop,18.6245395,73.8514606,PMPML,OSM
Pune University,Bus Stop,18.5436062,73.827077,PMPML,OSM
Pune University,Bus Stop,18.5428839,73.8255849,PMPML,OSM
Pune University,Bus Stop,18.5418672,73.8269998,PMPML,OSM
Pune University,Bus Stop,18.5415734,73.8298906,PMPML,OSM
Pune Railway Station,Bus Stop,18.528552,73.8749691,PMPML,OSM
Pune Railway Station,Bus Stop,18.5285494,73.8748898,PMPML,OSM
Shivajinagar Railway Station,Bus Stop,18.5317393,73.8511513,PMPML,OSM
Shivajinagar Railway Station,Bus Stop,18.5317577,73.8510245,PMPML,OSM
Sutarwadi Bus Stand,Bus Stop,18.5416115,73.7790762,PMPML,OSM
Chinchwade Farm,Bus Stop,18.633338,73.7676895,PMPML,OSM
Akurdi Railway Station,Bus Stop,18.6489881,73.7653526,PMPML,OSM
Akurdi Railway Station,Bus Stop,18.6490357,73.7652694,PMPML,OSM
Shree Khandoba Chowk Akurdi,Bus Stop,18.6497377,73.7853682,PMPML,OSM
Bus Stop,Bus Stop,18.4633074,73.8539771,PMPML,OSM
Mhasoba Gate,Bus Stop,18.532585,73.8423952,PMPML,OSM
Vishrantwadi,Bus Stop,18.5731845,73.8813476,PMPML,OSM
Lohgaon,Bus Stop,18.5958799,73.9247019,PMPML,OSM
Health Centre,Bus Stop,18.5485137,73.828007,PMPML,OSM
University gate,Bus Stop,18.5426929,73.8287098,PMPML,OSM
Girls' Hostel,Bus Stop,18.5514754,73.8281451,PMPML,OSM
Bus Stop,Bus Stop,18.5545058,73.825525,PMPML,OSM
Bus Stop,Bus Stop,18.5557212,73.8224216,PMPML,OSM
Pashan,Bus Stop,18.5381403,73.7977034,PMPML,OSM
Pashan,Bus Stop,18.5376292,73.7958473,PMPML,OSM
Kokate aali,Bus Stop,18.5392669,73.793825,PMPML,OSM
दत्त मंदीर पाषाण रस्ता,Bus Stop,18.5410673,73.7927896,Pune Mahanagar Parivahan Mahamandal Ltd,OSM
दत्त मंदीर पाषाण रस्ता,Bus Stop,18.5413496,73.7927896,Pune Mahanagar Parivahan Mahamandal Ltd,OSM
Balaji Mandir,Bus Stop,18.5421557,73.7911776,PMPML,OSM
Balaji Mandir,Bus Stop,18.541965,73.7910864,PMPML,OSM
Sai Chowk,Bus Stop,18.5433407,73.785714,PMPML,OSM
Panchvati,Bus Stop,18.5392135,73.8095682,PMPML,OSM
Panchvati,Bus Stop,18.5389719,73.8093348,PMPML,OSM
NCL,Bus Stop,18.5396267,73.8119688,PMPML,OSM
SNDT,Bus Stop,18.5074957,73.8289274,PMPML,OSM
Maharashtra Housing Board Bus Stop,Bus Stop,18.5617384,73.8966809,PMPML,OSM
Nagpurchawl Bus Stop,Bus Stop,18.5632318,73.8931842,PMPML,OSM
Baner Depot (D-Mart),Bus Stop,18.5669824,73.7689519,PMPML,OSM
Baner Depot (D-Mart),Bus Stop,18.566697,73.7693194,PMPML,OSM
Mankar chowk,Bus Stop,18.5897385,73.774282,PMPML,OSM
तापकीर चौक,Bus Stop,18.6118232,73.7841624,PMPML,OSM
DSK Vishwa Bus Stand;DSK Vishwa Bus Stop,Bus Stop,18.4432672,73.7990024,PMPML,OSM
C Bhausaheb Chavan Nagar Bus Stop,Bus Stop,18.446917,73.8016884,PMPML,OSM
Kumar Pebble Park Bus Stop,Bus Stop,18.4729949,73.9347951,PMPML,OSM
Umbrya Ganapati Chowk,Bus Stop,18.4474738,73.8102021,PMPML,OSM
Azad Mandal Bus Stop,Bus Stop,18.4506165,73.8109561,PMPML,OSM
Ganesh Nagar Bus Stop,Bus Stop,18.4521205,73.8111919,PMPML,OSM
Raikar Vasti Bus Stop,Bus Stop,18.4538636,73.811509,PMPML,OSM
Raikar Vasti Bus Stop,Bus Stop,18.4540256,73.8117326,PMPML,OSM
Ganesh Nagar Bus Stop,Bus Stop,18.4521976,73.8113585,PMPML,OSM
Sanas School,Bus Stop,18.4605466,73.8126473,PMPML,OSM
Dhayari Phata,Bus Stop,18.4604657,73.812814,PMPML,OSM
Dhayari Ph.,Bus Stop,18.4611636,73.8128384,PMPML,OSM
Sanas Ground,Bus Stop,18.4612807,73.8132052,PMPML,OSM
Patil Colony / Abhiruchi Mall,Bus Stop,18.4641486,73.815433,PMPML,OSM
Vadgaon BK Bridge,Bus Stop,18.4666418,73.8173877,PMPML,OSM
Goyal Ganga PMPML Bus Stop,Bus Stop,18.4705032,73.8203961,PMPML,OSM
Goyal Ganga PMPML Bus Stop,Bus Stop,18.4704685,73.82064,PMPML,OSM
Indian Hume Pipe,Bus Stop,18.4715366,73.8207782,PMPML,OSM
Manikaug,Bus Stop,18.4733258,73.8217783,PMPML,OSM
Anand Nagar,Bus Stop,18.4782576,73.823807,PMPML,OSM
Ranka,Bus Stop,18.4820208,73.826352,PMPML,OSM
Rajaram Bridge,Bus Stop,18.4874651,73.8286246,PMPML,OSM
Rajaram Brdg,Bus Stop,18.4875808,73.8291206,PMPML,OSM
Vitthalvadi,Bus Stop,18.4850441,73.8279864,PMPML,OSM
Patwardhan Baug,Bus Stop,18.4976012,73.8324717,PMPML,OSM
Kalpataru Society,Bus Stop,18.6019249,73.8160938,PMPML,OSM
जगताप डेअरी,Bus Stop,18.5934033,73.7843602,PMPML,OSM
Nashik phata,Bus Stop,18.6109502,73.8236234,PMPML,OSM
Shivar Chowk,Bus Stop,18.596249,73.7891939,PMPML,OSM
Vishwa Shanti Colony,Bus Stop,18.5981366,73.7990888,PMPML,OSM
Govind yashada Chowk,Bus Stop,18.5973287,73.8035777,PMPML,OSM
Shivraj Nagar,Bus Stop,18.5997459,73.7802329,PMPML,OSM
Kalewadi Phata,Bus Stop,18.6026434,73.7766737,PMPML,OSM
Sutardara,Bus Stop,18.5154515,73.8078251,PMPML,OSM
Mangalwar Peth Gadital,Bus Stop,18.5270136,73.864765,PMPML,OSM
Mangalwar Peth Gadital,Bus Stop,18.5270289,73.8645385,PMPML,OSM
Hotel Woodland,Bus Stop,18.5247685,73.8748013,PMPML,OSM
Council Hall,Bus Stop,18.524777,73.8779455,PMPML,OSM
मानकर चौक,Bus Stop,18.5906389,73.7732913,PMPML,OSM
संतोष नगर,Bus Stop,18.6077259,73.7719663,PMPML,OSM
MITCON Bus Stop,Bus Stop,18.5750647,73.7658234,PMPML,OSM
Moze College Bus Stop,Bus Stop,18.5749887,73.7698866,PMPML,OSM
Sai Chawk Bus Stop,Bus Stop,18.5747301,73.770678,PMPML,OSM
Moze college bus stop,Bus Stop,18.5752495,73.7678007,PMPML,OSM
Savitri Phule Udyan,Bus Stop,18.5920188,73.7827318,PMPML,OSM
कस्पटे चौक,Bus Stop,18.5896862,73.7784749,PMPML,OSM
Aundh Hospital,Bus Stop,18.5768883,73.8031734,PMPML,OSM
Rahatani Phata,Bus Stop,18.6073316,73.7803213,PMPML,OSM
Kaspate Vasti Shala,Bus Stop,18.59443,73.7735725,PMPML,OSM
Dhangarbaba Mandir,Bus Stop,18.6109718,73.7832737,PMPML,OSM
Kaspate Vasti Shala,Bus Stop,18.5944711,73.7737076,PMPML,OSM
Kalas,Bus Stop,18.5799648,73.8763899,PMPML,OSM
Anand park,Bus Stop,18.5564699,73.8092899,PMPML,OSM
Chaturshrungi Mandir,Bus Stop,18.5395958,73.8296779,PMPML,OSM
Ma Na Pa Bus Stop,Bus Stop,18.5237519,73.8551732,PMPML,OSM
Bus Stop,Bus Stop,18.526204,73.8529471,PMPML,OSM
Balewadi bus stop,Bus Stop,18.5747416,73.7638583,PMPML,OSM
Hinjawadi MSRTC Bus Stand,Bus Stop,18.5913804,73.7570676,PMPML,OSM
Sant Tukaram Mangal Karyalaya,Bus Stop,18.60442,73.7507956,PMPML,OSM
Shivneri bus stop,Bus Stop,18.6092261,73.7504314,PMPML,OSM
Bhumkar Vasti Bus Stop,Bus Stop,18.6033064,73.749845,PMPML,OSM
Bhumkar Nagar,Bus Stop,18.6030272,73.7494134,PMPML,OSM
Bijli Nagar,Bus Stop,18.6442614,73.7693083,PMPML,OSM
Kolhewadi / CWPRS Main Gate PMPML Bus Stop,Bus Stop,18.4447807,73.7849623,PMPML,OSM
Kolhewadi / CWPRS Main Gate PMPML Bus Stop,Bus Stop,18.4446253,73.7851702,PMPML,OSM
Kirkatwadi PMPML Bus Stop,Bus Stop,18.4463007,73.7888904,PMPML,OSM
Kirkatwadi PMPML Bus Stop,Bus Stop,18.446964,73.7890265,PMPML,OSM
Bharat Jyoti Bus Stop,Bus Stop,18.4717266,73.8635676,PMPML,OSM
Bharat Jyoti Bus Stop,Bus Stop,18.4721812,73.8630277,PMPML,OSM
Bus Stop,Bus Stop,18.5452526,73.7785126,PMPML,OSM
Radha Chowk,Bus Stop,18.5698312,73.7650405,PMPML,OSM
Shivaji Chowk,Bus Stop,18.5913375,73.7391175,PMPML,OSM
Infosys Circle Phase 1,Bus Stop,18.5865002,73.7333108,PMPML,OSM
Chatrapati Shivaji Maharaja Bus Stop,Bus Stop,18.5911235,73.7389027,PMPML,OSM
Kunal icon society,Bus Stop,18.5940357,73.7910072,PMPML,OSM
Mahabaleshwar Hotel,Bus Stop,18.5548675,73.7987268,Pune Mahanagar Parivahan Mahamandal Limited,OSM
Mahabaleshwar Hotel,Bus Stop,18.555023,73.798699,Pune Mahanagar Parivahan Mahamandal Limited,OSM
Keshav Nagar Bus Stop,Bus Stop,18.534906,73.9442523,PMC,OSM
Lagad Mala PMPML Bus Stop,Bus Stop,18.45823,73.8080676,PMPML,OSM
Lagad Mala PMPML Bus Stop,Bus Stop,18.4580052,73.8079482,PMPML,OSM
Chandani Chowk MSRTC Bus Stop,Bus Stop,18.5074473,73.7816991,MSRTC,OSM
Vitbhatti Pashan,Bus Stop,18.5443616,73.780834,PMPML,OSM
Vitbhatti Pashan,Bus Stop,18.5444681,73.780867,PMPML,OSM
Vadgaon BK Highway Bridge,Bus Stop,18.4638279,73.8188517,PMPML,OSM
Vadgaon BK Highway Bridge,Bus Stop,18.4633903,73.8195653,PMPML,OSM
Navale Bridge,Bus Stop,18.4599857,73.8231277,PMPML,OSM
Krushnai Mangal Karyalaya,Bus Stop,18.4589452,73.825376,PMPML,OSM
Hotel Srushti Bypass Road,Bus Stop,18.4563806,73.8312554,PMPML,OSM
Hotel Srushti Bypass Road,Bus Stop,18.4566994,73.8309073,PMPML,OSM
Ambegaon BK,Bus Stop,18.4544363,73.8370953,PMPML,OSM
Ambegaon BK,Bus Stop,18.4553601,73.8350794,PMPML,OSM
DSK Vishwa Main Gate;DSK VIshwa Main Gate Bus Stop,Bus Stop,18.446535,73.7999078,PMPML,OSM
C Bhausaheb Chavan Nagar Bus Stop,Bus Stop,18.4468155,73.8015494,PMPML,OSM
DSK Vishwa Road,Bus Stop,18.4469926,73.8036136,PMPML,OSM
Bus Stop,Bus Stop,18.5621008,73.8373996,PMPML,OSM
Wonder City,Bus Stop,18.4499346,73.8534714,PMPML,OSM
Wonder City,Bus Stop,18.4494446,73.8535475,PMPML,OSM
Bus Stop,Bus Stop,18.5397756,73.8298077,PMPML,OSM
Bus Stop,Bus Stop,18.5343608,73.8302744,PMPML,OSM
Bus Stop,Bus Stop,18.5298278,73.8350599,PMPML,OSM
Bus Stop,Bus Stop,18.5301555,73.8298442,PMPML,OSM
Chaturshringi temple Bus stop,Bus Stop,18.5379131,73.8300459,PMPML,OSM
District Court Bus Stop,Bus Stop,18.5271142,73.8576874,PMPML,OSM
RND Bus Stop,Bus Stop,18.5771688,73.8766068,PMPML,OSM
Bus Stop,Bus Stop,18.5924762,73.863628,PMPML,OSM
Dighi Bus Stop,Bus Stop,18.6131481,73.8729335,PMPML,OSM
Bus Stop,Bus Stop,18.5912396,73.8633042,PMPML,OSM
Bus Stop,Bus Stop,18.5885582,73.8625645,PMPML,OSM
Bus Stop,Bus Stop,18.593925,73.8639978,PMPML,OSM
Bus Stop,Bus Stop,18.5973752,73.8731731,PMPML,OSM
Dighi Bus Stop,Bus Stop,18.6134271,73.8727986,PMPML,OSM
Vishrantwadi Bus stop,Bus Stop,18.5726561,73.8793844,PMPML,OSM
Bus Stop,Bus Stop,18.5742141,73.8771963,PMPML,OSM
Bus Stop,Bus Stop,18.5587678,73.9124845,PMPML,OSM
Bus Stop,Bus Stop,18.5563653,73.8404487,PMPML,OSM
Bus Stop,Bus Stop,18.5525591,73.8432386,PMPML,OSM
Bus Stop,Bus Stop,18.5562482,73.8423692,PMPML,OSM
Bus Stop,Bus Stop,18.5560192,73.8424856,PMPML,OSM
Shadal baba darga Bus stop,Bus Stop,18.5445282,73.8777699,PMPML,OSM
Bus Stop,Bus Stop,18.5572994,73.846978,PMPML,OSM
Bus Stop,Bus Stop,18.5569859,73.8465877,PMPML,OSM
Thorya Paduka Temple,Bus Stop,18.6403704,73.876977,PMPML,OSM
Mauli Nagar,Bus Stop,18.6369364,73.8747603,PMPML,OSM
Magzine Chowk,Bus Stop,18.6327382,73.8749615,PMPML,OSM
Balaji Mandir,Bus Stop,18.6461559,73.880484,PMPML,OSM
Baner Odha,Bus Stop,18.5616689,73.7856961,PMPML,OSM
Balewadi Phata,Bus Stop,18.5636522,73.782517,PMPML,OSM
Prabhavee Tech Park,Bus Stop,18.5642855,73.7788814,PMPML,OSM
Kalamkar Chowk,Bus Stop,18.564355,73.7755344,PMPML,OSM
Sadanand Hotel,Bus Stop,18.5683887,73.7670082,PMPML,OSM
Rajyog Society,Bus Stop,18.5661793,73.7707138,PMPML,OSM
Radha Chowk,Bus Stop,18.5696127,73.7642171,PMPML,OSM
Radha Chowk,Bus Stop,18.5698061,73.7642567,PMPML,OSM
Shitaladevi Nagar,Bus Stop,18.5721903,73.7587496,PMPML,OSM
Shitaladevi Nagar,Bus Stop,18.5723443,73.7587689,PMPML,OSM
Suryamukhi Ganesh Mandir,Bus Stop,18.5737498,73.7562532,PMPML,OSM
Suryamukhi Ganesh Mandir,Bus Stop,18.5737171,73.756487,PMPML,OSM
Bus Stop,Bus Stop,18.5685555,73.7506649,PMPML,OSM
Bus Stop,Bus Stop,18.5669668,73.742014,PMPML,OSM
Bus Stop,Bus Stop,18.566164,73.7394944,PMPML,OSM
Swargate,Bus Stop,18.4999209,73.8591072,PMPML,OSM
Kapil Malhar,Bus Stop,18.5589378,73.7916339,PMPML,OSM
Kothrud,Metro Station,18.5038889,73.807673,Pune Metro,OSM
Phugewadi,Metro Station,18.5911058,73.8311472,Pune Metro,OSM
Mangalwar Peth,Metro Station,18.5300875,73.8654426,Maha Metro,OSM
Dapodi,Metro Station,18.5837649,73.8337656,Pune Metro,OSM
PMC Bhavan,Metro Station,18.5228092,73.8533687,Pune Metro,OSM
Ruby Hall Clinic,Metro Station,18.5327176,73.8777486,Pune Metro,OSM
District Court (Aqua Line),Metro Station,18.5271448,73.8580006,Pune Metro,OSM
Pune Railway Station,Metro Station,18.529751,73.872596,Pune Metro,OSM
Sant Tukaram Nagar,Metro Station,18.6145248,73.8157455,Pune Metro,OSM
मंडई,Metro Station,18.5129081,73.8569695,MahaMetro,OSM
Kasarwadi,Metro Station,18.5996201,73.8272644,Pune Metro,OSM
Nashik Phata,Metro Station,18.609303,73.8200965,Pune Metro,OSM
स्वारगेट,Metro Station,18.4997453,73.8574604,Pune Metro,OSM
Bopodi,Metro Station,18.5696675,73.8381109,Pune Metro,OSM
Vanaz,Metro Station,18.5071853,73.8051948,Pune Metro,OSM
Anandnagar,Metro Station,18.5095724,73.8140749,Pune Metro,OSM
Ideal Colony,Metro Station,18.508885,73.822144,Pune Metro,OSM
Nalstop,Metro Station,18.5073567,73.8287815,Pune Metro,OSM
Garware College,Metro Station,18.5119886,73.8380505,Pune Metro,OSM
Pimpri Chinchwad Municipal Corporation (PCMC),Metro Station,18.6293185,73.8032857,Pune Metro,OSM
Shivaji Nagar,Metro Station,18.532172,73.8496602,Pune Metro,OSM
District Court,Metro Station,18.5292042,73.8570209,Pune Metro,OSM
Chhatrapati Sambhaji Udyan,Metro Station,18.5201583,73.8474797,Pune Metro,OSM
Deccan Gymkhana,Metro Station,18.5164599,73.8443734,Pune Metro,OSM
Bund Garden,Metro Station,18.5405933,73.8834394,Pune Metro,OSM
Yerwada,Metro Station,18.5453173,73.8866882,Pune Metro,OSM
Kalyani Nagar,Metro Station,18.5444806,73.9056979,Pune Metro,OSM
Ramwadi,Metro Station,18.5571183,73.9086071,Pune Metro,OSM
कसबा पेठ,Metro Station,18.5214436,73.8595779,Pune Metro,OSM
Pune Junction,Railway Station,18.5288773,73.8744146,CR,OSM
Khadki,Railway Station,18.5641718,73.8404533,CR,OSM
Kasarwadi,Railway Station,18.6080927,73.8208678,CR,OSM
Shivajinagar,Railway Station,18.5325915,73.8513115,CR,OSM
Ghorpuri,Railway Station,18.528148,73.8939317,CR,OSM
Dapodi,Railway Station,18.5814473,73.8326856,Central Railway,OSM
Pimpri,Railway Station,18.6229526,73.8025117,CR,OSM
Chinchwad,Railway Station,18.6403548,73.7917128,CR,OSM
Akurdi,Railway Station,18.6486364,73.764716,CR,OSM
Hadapsar Railway Station,Railway Station,18.526967,73.9278252,CR,OSM
Wakad Chowk metro Station,Railway Station,18.5905891,73.7575185,Indian Railways,OSM
Railway Station,Railway Station,18.4806742,73.9435018,Indian Railways,OSM
Pune Junction,Railway Station,18.5284,73.8742,Indian Railways,Manual
Shivajinagar Railway Station,Railway Station,18.5314,73.8446,Indian Railways,Manual
Civil Court Metro Station,Metro Station,18.5314,73.8567,Pune Metro,Manual
Vanaz Metro Station,Metro Station,18.5089,73.8046,Pune Metro,Manual
Garware College Metro Station,Metro Station,18.5204,73.8367,Pune Metro,Manual
Swargate Bus Stand,Bus Terminal,18.5018,73.8636,PMPML,Manual
Wakad Bus Stand,Bus Terminal,18.5978,73.7642,PMPML,Manual
Hadapsar Bus Stand,Bus Terminal,18.5089,73.9291,PMPML,Manual
